$GPRMC,102028.000,A,4539.2425,N,01348.2696,E,0.00,133.90,011020,,,A*62
$GPRMC,103154.208,A,4539.2135,N,01348.3245,E,0.00,0.00,011020,,,A*64
$GPRMC,104104.000,A,4539.2148,N,01348.3381,E,0.15,0.00,011020,,,A*6B
$GPRMC,122203.000,A,4539.1966,N,01348.3356,E,1.34,272.04,011020,,,A*67
$GPRMC,125218.219,A,4539.2006,N,01348.3032,E,0.00,299.13,011020,,,A*68
$GPRMC,131118.205,A,4539.1939,N,01348.3155,E,0.45,0.00,011020,,,A*64
$GPRMC,132103.000,A,4539.2055,N,01348.3156,E,1.26,284.01,011020,,,A*62
$GPRMC,133104.000,A,4539.1976,N,01348.3339,E,0.70,274.46,011020,,,A*6A
$GPRMC,133135.000,A,4539.2059,N,01348.3099,E,1.48,269.94,011020,,,A*6F
$GPRMC,140104.000,A,4539.2101,N,01348.3086,E,0.38,0.00,011020,,,A*6D
$GPRMC,141224.220,A,4539.2027,N,01348.3128,E,0.00,199.38,011020,,,A*6C
$GPRMC,141734.000,A,4539.2031,N,01348.3121,E,0.06,0.00,011020,,,A*6A
$GPRMC,145148.302,A,4539.2144,N,01348.3029,E,0.82,289.10,011020,,,A*66
$GPRMC,150200.218,A,4539.2072,N,01348.2968,E,0.25,0.00,011020,,,A*61
$GPRMC,150948.094,V,,,,,0.43,0.00,011020,,,N*44
$GPRMC,151134.000,A,4539.2040,N,01348.3032,E,0.20,0.00,011020,,,A*6C
$GPRMC,151918.088,V,,,,,0.09,186.10,011020,,,N*4D
$GPRMC,152238.000,V,,,,,1.17,98.07,011020,,,N*71
$GPRMC,155239.000,V,,,,,0.00,294.77,011020,,,N*49
$GPRMC,160034.000,A,4539.2039,N,01348.3248,E,0.58,0.00,011020,,,A*61
$GPRMC,160158.000,A,4539.1951,N,01348.3202,E,0.34,0.00,011020,,,A*6A
$GPRMC,160811.000,A,4539.2035,N,01348.2525,E,1.20,293.54,011020,,,A*68
$GPRMC,161122.000,A,4539.2006,N,01348.3198,E,0.61,126.05,011020,,,A*6E
$GPRMC,161734.000,A,4539.2011,N,01348.3100,E,0.38,0.00,011020,,,A*64
$GPRMC,162206.220,A,4539.1925,N,01348.3191,E,0.63,1.91,011020,,,A*61
$GPRMC,163238.309,V,,,,,0.00,0.00,011020,,,N*48
$GPRMC,163600.090,V,,,,,0.00,0.00,011020,,,N*44
$GPRMC,164230.212,A,4539.1994,N,01348.3237,E,0.00,148.67,011020,,,A*66
$GPRMC,165106.000,A,4539.1970,N,01348.3147,E,1.59,28.78,011020,,,A*5A
$GPRMC,165229.000,A,4539.2068,N,01348.3122,E,0.14,0.00,011020,,,A*69
$GPRMC,170237.092,V,,,,,0.00,0.00,011020,,,N*44
$GPRMC,170934.000,A,4539.2086,N,01348.3084,E,0.39,0.00,011020,,,A*68
$GPRMC,171238.090,V,,,,,0.00,0.00,011020,,,N*48
$GPRMC,171804.000,A,4539.1895,N,01348.2938,E,0.41,0.00,011020,,,A*62
$GPRMC,172239.304,V,,,,,0.00,0.00,011020,,,N*44
$GPRMC,173239.086,V,,,,,0.00,0.00,011020,,,N*4C
$GPRMC,173600.087,V,,,,,0.00,0.00,011020,,,N*43
$GPRMC,174131.082,A,4539.1942,N,01348.3069,E,0.11,138.95,011020,,,A*66
$GPRMC,175239.000,V,,,,,0.06,0.00,011020,,,N*42
$GPRMC,175451.000,V,,,,,0.00,33.61,011020,,,N*7B
$GPRMC,180239.000,V,,,,,0.05,0.00,011020,,,N*4B
$GPRMC,180908.000,A,4539.2037,N,01348.2726,E,2.72,260.53,011020,,,A*63
$GPRMC,181239.000,V,,,,,0.57,0.00,011020,,,N*4D
$GPRMC,181948.000,V,,,,,0.00,201.20,011020,,,N*43
$GPRMC,182125.000,A,4539.2090,N,01348.3289,E,0.72,38.94,011020,,,A*5C
$GPRMC,183238.309,V,,,,,0.00,0.00,011020,,,N*46
$GPRMC,183558.000,A,4539.2109,N,01348.3176,E,0.77,97.46,011020,,,A*5E
$GPRMC,184304.299,V,,,,,0.00,0.00,011020,,,N*47
$GPRMC,185239.303,V,,,,,0.00,0.00,011020,,,N*4B
$GPRMC,185451.000,V,,,,,0.00,26.14,011020,,,N*72
$GPRMC,215238.000,V,,,,,0.00,0.00,011020,,,N*40
$GPRMC,220133.000,A,4539.2220,N,01348.2727,E,0.41,0.00,011020,,,A*6F
$GPRMC,233239.000,V,,,,,0.00,215.89,011020,,,N*42
$GPRMC,000239.106,V,,,,,0.00,0.00,021020,,,N*43
$GPRMC,000950.000,V,,,,,0.00,116.10,021020,,,N*47
$GPRMC,001238.308,V,,,,,0.00,0.00,021020,,,N*4F
$GPRMC,001948.305,V,,,,,0.00,0.00,021020,,,N*4E
$GPRMC,003237.097,V,,,,,0.00,0.00,021020,,,N*47
$GPRMC,003600.098,V,,,,,0.00,0.00,021020,,,N*48
$GPRMC,004238.098,V,,,,,0.00,0.00,021020,,,N*40
$GPRMC,005234.000,A,4539.2081,N,01348.3039,E,0.32,0.00,021020,,,A*69
$GPRMC,005423.000,A,4539.2042,N,01348.3092,E,0.20,0.00,021020,,,A*64
$GPRMC,010234.000,A,4539.2065,N,01348.3128,E,0.04,0.00,021020,,,A*63
$GPRMC,010950.091,V,,,,,0.00,0.00,021020,,,N*49
$GPRMC,011224.202,A,4539.1966,N,01348.3062,E,0.05,0.00,021020,,,A*64
$GPRMC,011949.086,V,,,,,0.00,0.00,021020,,,N*46
$GPRMC,013239.103,V,,,,,0.00,0.00,021020,,,N*44
$GPRMC,013559.303,V,,,,,0.17,283.97,021020,,,N*46
$GPRMC,014238.000,V,,,,,0.82,187.76,021020,,,N*45
$GPRMC,015130.211,A,4539.1975,N,01348.3150,E,0.07,0.00,021020,,,A*64
