$GPRMC,225033.295,V,,,,,0.00,0.00,180920,,,N*44
$GPRMC,225035.295,V,,,,,0.00,0.00,180920,,,N*42
$GPRMC,225436.207,V,,,,,0.32,0.00,180920,,,N*4F
$GPRMC,231036.000,V,,,,,0.00,0.00,180920,,,N*4A
$GPRMC,231436.000,V,,,,,0.00,119.95,180920,,,N*4B
$GPRMC,231836.000,V,,,,,0.00,0.00,180920,,,N*42
$GPRMC,232114.000,A,4539.2038,N,01348.3128,E,0.12,0.00,180920,,,A*6C
$GPRMC,232524.202,A,4539.2017,N,01348.3191,E,0.10,0.00,180920,,,A*66
$GPRMC,232935.000,A,4539.2017,N,01348.3157,E,0.04,0.00,180920,,,A*65
$GPRMC,233436.081,V,,,,,0.00,0.00,180920,,,N*45
$GPRMC,233834.000,A,4539.2007,N,01348.3238,E,0.10,0.00,180920,,,A*6A
$GPRMC,234135.000,A,4539.1943,N,01348.3133,E,0.22,90.42,180920,,,A*59
$GPRMC,234636.000,V,,,,,0.00,0.00,180920,,,N*49
$GPRMC,235036.000,V,,,,,0.00,68.37,180920,,,N*74
$GPRMC,235352.000,A,4539.2069,N,01348.3040,E,0.17,0.00,180920,,,A*65
$GPRMC,235704.000,A,4539.2101,N,01348.3225,E,0.85,74.57,180920,,,A*56
$GPRMC,000203.000,A,4539.2114,N,01348.3181,E,0.21,0.00,190920,,,A*67
$GPRMC,000636.090,V,,,,,0.00,0.00,190920,,,N*44
$GPRMC,001036.090,V,,,,,0.00,0.00,190920,,,N*43
$GPRMC,001435.101,V,,,,,0.00,0.00,190920,,,N*4D
$GPRMC,001835.090,V,,,,,0.00,0.00,190920,,,N*48
$GPRMC,002235.099,V,,,,,0.00,0.00,190920,,,N*48
$GPRMC,002630.218,A,4539.2126,N,01348.3203,E,0.00,263.07,190920,,,A*61
$GPRMC,003033.000,V,,,,,0.00,203.60,190920,,,N*4A
$GPRMC,003436.217,V,,,,,0.00,220.98,190920,,,N*49
$GPRMC,003707.000,A,4539.2022,N,01348.3104,E,1.35,29.15,190920,,,A*57
$GPRMC,004222.000,A,4539.2030,N,01348.3181,E,0.22,0.00,190920,,,A*64
$GPRMC,004636.097,V,,,,,0.00,0.00,190920,,,N*47
$GPRMC,005032.098,A,4539.2030,N,01348.3154,E,1.03,201.75,190920,,,A*6C
$GPRMC,005436.000,V,,,,,0.00,138.40,190920,,,N*44
$GPRMC,005836.000,V,,,,,0.00,0.00,190920,,,N*46
$GPRMC,010236.000,V,,,,,0.00,98.27,190920,,,N*7C
$GPRMC,010636.000,V,,,,,0.00,130.92,190920,,,N*45
$GPRMC,011036.000,V,,,,,0.00,136.03,190920,,,N*4C
$GPRMC,011436.088,V,,,,,0.00,0.00,190920,,,N*4F
$GPRMC,011835.092,V,,,,,0.00,0.00,190920,,,N*4B
$GPRMC,012235.091,V,,,,,0.00,0.00,190920,,,N*41
$GPRMC,012528.000,A,4539.2012,N,01348.3163,E,0.47,0.00,190920,,,A*61
$GPRMC,012958.000,A,4539.2068,N,01348.3109,E,0.20,0.00,190920,,,A*6A
$GPRMC,012957.000,V,,,,,0.24,0.00,195109,3.2194,1.2144,3.3173,15284960
$GPRMC,014904.000,A,4539.2041,N,01348.3157,E,0.46,0.00,190920,,,A*65
$GPRMC,015304.000,A,4539.2006,N,01348.3290,E,0.13,0.00,190920,,,A*65
$GPRMC,015754.203,A,4539.1990,N,01348.3269,E,0.23,0.00,190920,,,A*65
$GPRMC,020127.000,A,4539.2060,N,01348.3156,E,0.14,0.00,190920,,,A*6E
$GPRMC,021735.000,A,4539.2041,N,01348.3218,E,0.00,38.15,190920,,,A*5A
$GPRMC,022235.301,V,,,,,7.85,305.49,190920,,,N*49
$GPRMC,022636.298,V,,,,,0.02,259.25,190920,,,N*45
$GPRMC,023033.096,V,,,,,0.00,0.00,190920,,,N*40
$GPRMC,023436.092,V,,,,,0.00,0.00,190920,,,N*45
$GPRMC,023837.310,V,,,,,0.00,0.00,190920,,,N*41
$GPRMC,024236.092,V,,,,,0.00,0.00,190920,,,N*44
$GPRMC,024636.087,V,,,,,0.00,0.00,190920,,,N*44
$GPRMC,025036.000,V,,,,,0.00,100.58,190920,,,N*40
$GPRMC,025436.087,V,,,,,0.00,0.00,190920,,,N*47
$GPRMC,025836.089,V,,,,,0.00,0.00,190920,,,N*45
$GPRMC,030236.091,V,,,,,0.00,0.00,190920,,,N*42
$GPRMC,030636.096,V,,,,,0.00,0.00,190920,,,N*41
$GPRMC,031036.089,V,,,,,0.00,0.00,190920,,,N*48
$GPRMC,031435.087,V,,,,,0.00,0.00,190920,,,N*41
$GPRMC,031835.087,V,,,,,0.00,0.00,190920,,,N*4D
$GPRMC,032236.215,V,,,,,0.00,199.76,190920,,,N*4E
$GPRMC,032635.312,V,,,,,0.00,0.00,190920,,,N*4F
$GPRMC,033033.087,V,,,,,0.00,0.00,190920,,,NC,034636.099,V,,,,,0.00,0.00,190920,,,N*4A
$GPRMC,035035.314,V,,,,,0.00,0.00,190920,,,N*48
$GPRMC,035435.297,V,,,,,0.00,0.00,190920,,,N*46
$GPRMC,035835.000,V,,,,,0.20,0.00,190920,,,N*44
$GPRMC,040235.304,V,,,,,0.11,132.52,190920,,,N*4E
$GPRMC,040635.000,V,,,,,0.17,0.00,190920,,,N*4C
$GPRMC,041035.084,V,,,,,0.00,0.00,190920,,,N*41
$GPRMC,041435.096,V,,,,,0.00,0.00,190920,,,N*46
$GPRMC,041754.212,A,4539.1968,N,01348.3085,E,0.45,0.00,19090489,0.1990,28.2212,46.2547,3.2202,1.2144,3.3176,15284960
$GPRMC,043436.080,V,,,,,0.00,85.22,190920,,,N*7D
$GPRMC,043836.207,V,,,,,0.00,46.37,190920,,,N*77
$GPRMC,044109.000,A,4539.2039,N,01348.3110,E,0.22,0.00,190920,,,A*6B
$GPRMC,044636.000,V,,,,,0.00,0.00,190920,,,N*4D
$GPRMC,045036.000,V,,,,,0.00,69.64,190920,,,N*77
$GPRMC,045334.000,A,4539.1942,N,01348.2883,E,0.27,0.00,190920,,,A*67
$GPRMC,045704.000,A,4539.2039,N,01348.3120,E,0.14,0.00,190920,,,A*67
$GPRMC,050104.000,A,4539.2059,N,01348.3146,E,0.19,0.00,190920,,,A*6E
$GPRMC,050606.000,A,4539.2044,N,01348.3174,E,0.00,0.00,190920,,,A*6E
$GPRMC,051036.000,V,,,,,0.00,0.00,190920,,,N*4F
$GPRMC,051436.000,V,,,,,0.00,58.81,190920,,,N*7F
$GPRMC,051836.000,V,,,,,0.98,131.85,190920,,,N*48
$GPRMC,052105.000,A,4539.1938,N,01348.2891,E,1.15,223.08,190920,,,A*64
$GPRMC,000041.799,V,,,,,0.00,0.00,060180,,,N*40
$GPRMC,053032.087,V,,,,,0.00,0.00,190920,,,N*46
$GPRMC,053435.104,V,,,,,0.00,0.00,190920,,,N*4F
$GPRMC,000151.800,V,,,,,0.00,0.00,060180,,,N*4F
