$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601484746,093020,165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
$YOUNG,1601488466,093020,175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
$YOUNG,1601490266,093020,182426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
