$MSTAT,1420071001,010115,001001,5.0907,33.1942,25.1671,25.6281,1.0308,1.2144,3.2984,15284544
$MSTAT,1420071600,010115,002000,5.0983,33.2624,25.2457,25.3106,0.4319,1.2144,3.2981,15284512
$MSTAT,1420072200,010115,003000,5.1009,33.3171,25.2454,25.9035,0.4310,1.2144,3.2987,15284512
$MSTAT,1420072800,010115,004000,5.0967,33.1982,25.3075,26.0003,0.4307,1.2144,3.2987,15284608
$MSTAT,1420071001,010115,001001,5.0907,33.1942,25.1671,25.6281,1.0308,1.2144,3.2984,15284544
$MSTAT,1420071600,010115,002000,5.0983,33.2624,25.2457,25.3106,0.4319,1.2144,3.2981,15284512
$MSTAT,1420072200,010115,003000,5.1009,33.3171,25.2454,25.9035,0.4310,1.2144,3.2987,15284512
$MSTAT,1420072800,010115,004000,5.0967,33.1982,25.3075,26.0003,0.4307,1.2144,3.2987,15284608
$MSTAT,1420074000,010115,010000,12.0038,0.2645,20.2842,28.7363,3.2144,1.2144,3.3126,15284480
$MSTAT,1420074600,010115,011000,12.0843,0.1341,20.5087,28.4978,3.2153,1.2144,3.3090,15284480
$MSTAT,1420075201,010115,012001,12.0200,0.2895,20.5521,28.6707,3.2187,1.2144,3.3089,15284480
