$MSTAT,1600469281,091820,224801,12.0564,0.2070,29.0539,46.5632,3.2200,1.2144,3.3169,15285024
$MSTAT,1600469401,091820,225001,12.0696,0.1660,29.0015,46.8050,3.2199,1.2144,3.3169,15285024
$MSTAT,1600469520,091820,225200,12.0787,0.1517,29.0107,46.9146,3.2196,1.2144,3.3172,15285024
$MSTAT,1600469640,091820,225400,12.0717,0.1657,29.0104,46.9564,3.2196,1.2144,3.3169,15285024
$MSTAT,1600469761,091820,225601,12.0767,0.1566,28.9831,46.8509,3.2198,1.2144,3.3173,15285024
$MSTAT,1600470240,09,3.3178,15285024
$MSTAT,1600470721,091820,231201,12.0797,0.1536,28.7564,46.5083,3.2201,1.2144,3.3177,15285024
$MSTAT,1600470840,091820,231400,12.0717,0.1644,28.8047,46.6284,3.2198,1.2144,3.3174,15285024
$MSTAT,1600470960,091820,231600,12.0777,0.1558,28.7477,46.6047,3.2200,1.2144,3.3176,15285024
$MSTAT,1600471081,091820,231801,12.0758,0.1677,28.7949,46.7223,3.2201,1.2144,3.3178,15285024
$MSTAT,1600471201,091820,232001,12.0763,0.1566,28.7958,46.5424,3.2197,1.2144,3.3174,15285024
$MSTAT,1600471320,091820,232200,12.0565,0.1981,28.8133,46.5103,3.2196,1.2144,3.3171,15285024
$MSTAT,1600471440,091820,232400,12.0784,0.1577,28.7687,46.6475,3.2200,1.2144,3.3173,15285024
$MSTAT,1600471560,091820,232600,12.0794,0.1569,28.7328,46.7137,3.2200,1.2144,3.3178,15285024
$MSTAT,1600471680,091820,232800,12.0796,0.1582,28.7253,46.7289,3.2198,1.2144,3.3174,15285024
$MSTAT,1600471801,091820,233001,12.0625,0.1746,28.7449,46.5815,3.2191,1.2144,3.3158,15285024
$MSTAT,1600471920,091820,233200,12.0905,0.1279,28.8038,46.9182,3.2197,1.2144,3.3168,15285024
$MSTAT,1600472040,091820,233400,12.0749,0.1658,28.7049,46.7054,3.2201,1.2144,3.3177,15285024
$MSTAT,1600472160,091820,233600,12.0781,0.1555,28.7497,46.6451,3.2200,1.2144,3.3174,15285024
$MSTAT,1600472281,091820,233801,12.0725,0.1714,28.7420,46.6234,3.2197,1.2144,3.3172,15285024
$MSTAT,1600472400,091820,234000,12.0807,0.1585,28.7023,46.7564,3.2196,1.2144,3.3175,15285024
$MSTAT,1600472520,091820,234200,12.0811,0.1545,28.7543,46.7323,3.2201,1.2144,3.3182,15285024
$MSTAT,1600472640,091820,234400,12.0785,0.1590,28.6672,46.7427,3.2195,1.2144,3.3175,15285024
$MSTAT,1600472761,091820,234601,12.0736,0.1674,28.7319,46.7622,3.2198,1.2144,3.3172,15285024
$MSTAT,1600472881,091820,234801,12.0532,0.1952,28.7897,46.3611,3.2194,1.2144,3.3169,15285024
$MSTAT,1600473000,091820,235000,12.0717,0.1663,28.7811,46.6511,3.2198,1.2144,3.3170,15285024
$MSTAT,1600473120,091820,235200,12.0791,0.1531,28.7028,46.5586,3.2193,1.2144,3.3173,15285024
$MSTAT,1600473240,091820,235400,12.0778,0.1569,28.7043,46.7008,3.2201,1.2144,3.3178,15285024
$MSTAT,1600473361,091820,235601,12.0805,0.1550,28.7043,46.7000,3.2200,1.2144,3.3178,15285024
$MSTAT,1600473481,091820,235801,12.0780,0.1625,28.6974,46.7906,3.2196,1.2144,3.3173,15285024
$MSTAT,1600473600,091920,000000,12.0759,0.1604,28.6283,46.7289,3.2197,1.2144,3.3175,15285024
$MSTAT,1600473720,091920,000200,12.0714,0.1709,28.7345,46.8186,3.2195,1.2144,3.3177,15285024
$MSTAT,1600473840,091920,000400,12.0793,0.1550,28.6542,46.6575,3.2198,1.2144,3.3179,15285024
$MSTAT,1600473961,091920,000601,12.0693,0.1714,28.6522,46.6819,3.2197,1.2144,3.3168,15285024
$MSTAT,1600474081,091920,000801,12.0790,0.1550,28.6732,46.6746,3.2198,1.2144,3.3177,15285024
$MSTAT,1600474200,091920,001000,12.0724,0.1684,28.6787,46.6436,3.2198,1.2144,3.3170,15285024
$MSTAT,1600474320,091920,001200,12.0796,0.1544,28.6559,46.6288,3.2204,1.2144,3.3178,15285024
$MSTAT,1600474441,091920,001401,12.0736,0.1644,28.6706,46.6580,3.2195,1.2144,3.3173,15285024
$MSTAT,1600474561,091920,001601,12.0808,0.1523,28.6254,46.5966,3.2196,1.2144,3.3174,15285024
$MSTAT,1600474680,091920,001800,12.0627,0.1930,28.6925,46.3458,3.2195,1.2144,3.3173,15285024
$MSTAT,1600474800,091920,002000,12.0776,0.1552,28.7086,46.5472,3.2200,1.2144,3.3169,15285024
$MSTAT,1600474921,091920,002201,12.0743,0.1680,28.6323,46.6088,3.2202,1.2144,3.3180,15285024
$MSTAT,1600475041,091920,002401,12.0790,0.1577,28.6119,46.5201,3.2203,1.2144,3.3175,15285024
$MSTAT,1600475160,091920,002600,12.0741,0.1666,28.6508,46.5978,3.2196,1.2144,3.3173,15285024
$MSTAT,1600475279,091920,002759,12.0812,0.1566,28.6436,46.6245,3.2200,1.2144,3.3180,15285024
$MSTAT,1600475280,091920,002800,12.0801,0.1569,28.6361,46.7199,3.2200,1.2144,3.3179,15285024
$MSTAT,1600475401,091920,003001,12.0417,0.2193,28.6453,46.7978,3.2203,1.2144,3.3182,15285024
$MSTAT,1600475520,091920,003200,12.0681,0.1766,28.6994,46.3894,3.2203,1.2144,3.3173,15285024
$MSTAT,1600475640,091920,003400,12.0536,0.2051,28.6266,46.5221,3.2210,1.2144,3.3169,15285024
$MSTAT,1600475760,091920,003600,12.0790,0.1566,28.6119,46.5248,3.2201,1.2144,3.3171,15285024
